,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
1663,Pat Wilson's Beauty College,Henderson,42420,,PrivacySuppressed,PrivacySuppressed
1664,University of Pikeville,Pikeville,41501,,0.325757576,0.127906977
1665,Big Sandy Community and Technical College,Prestonsburg,41653,,PrivacySuppressed,PrivacySuppressed
1666,Brown Mackie College-Louisville,Louisville,40219,,0.34439834,0.382978723
1667,Maysville Community and Technical College,Morehead,40351,,PrivacySuppressed,PrivacySuppressed
1668,Empire Beauty School-Chenoweth,Louisville,40207,,PrivacySuppressed,PrivacySuppressed
1669,Saint Catharine College,Saint Catharine,40061,,0.295238095,0.230769231
1670,Empire Beauty School-Elizabethtown,Elizabethtown,42701,,PrivacySuppressed,PrivacySuppressed
1671,Empire Beauty School-Dixie,Louisville,40216,,PrivacySuppressed,PrivacySuppressed
1672,Empire Beauty School-Florence,Florence,41042,,PrivacySuppressed,PrivacySuppressed
1673,Brown Mackie College-Northern Kentucky,Fort Mitchell,41017,,0.31462585,0.313915858
1674,Somerset Community College,Somerset,42501-2973,,PrivacySuppressed,PrivacySuppressed
1675,SOMERSET TECHNICAL COLLEGE,SOMERSET,42501-3043,,PrivacySuppressed,PrivacySuppressed
1676,Southeast Kentucky Community and Technical College,Cumberland,40823,,PrivacySuppressed,PrivacySuppressed
1677,Spalding University,Louisville,40203-2188,,0.140127389,0.23880597
1678,Spencerian College-Louisville,Louisville,40216,,0.189655172,0.162790698
1679,Sullivan University,Louisville,40205-3013,,0.036958817,0.04784689
1680,Thomas More College,Crestview Hills,41017-3495,,0.308270677,0.261538462
1681,Transylvania University,Lexington,40508-1797,,0.452380952,0.540816327
1682,Trend Setters' Academy of Beauty Culture-Louisville,Louisville,40258,,0.263157895,0.555555556
1683,TRI-STATE BEAUTY ACADEMY INC,MOREHEAD,40351-150,,PrivacySuppressed,PrivacySuppressed
1684,Union College,Barbourville,40906-1499,,PrivacySuppressed,PrivacySuppressed
1685,West Kentucky Technical College,Paducah,42002-7380,,PrivacySuppressed,PrivacySuppressed
1686,Western Kentucky University,Bowling Green,42101-1000,,0.089707928,0.056221198
1687,Alexandria Academy of Beauty Culture,Alexandria,71301-5730,,PrivacySuppressed,PrivacySuppressed
1688,Central Louisiana Technical Community College,Alexandria,71302-3137,,PrivacySuppressed,PrivacySuppressed
1689,American School of Business,Shreveport,71105-5646,,0.47761194,0.505617978
1690,Louisiana Technical College-Ascension Campus,Sorrento,70778-3007,,PrivacySuppressed,PrivacySuppressed
1691,Central Louisiana Technical College-Ward H Nash-Avoyelles Campus,Cottonport,71327,,PrivacySuppressed,PrivacySuppressed
1692,Ayers Career College,Shreveport,71118,,PrivacySuppressed,PrivacySuppressed
1693,Bastrop Beauty School Inc,Bastrop,71220,,PrivacySuppressed,PrivacySuppressed
1694,Louisiana Technical College-Bastrop Campus,Bastrop,71221-1120,,PrivacySuppressed,PrivacySuppressed
1695,Baton Rouge General Medical Center-School of Nursing,Baton Rouge,70806,,PrivacySuppressed,PrivacySuppressed
1696,Baton Rouge General Medical Center-School of Radiologic Technology,Baton Rouge,70806,,PrivacySuppressed,PrivacySuppressed
1697,Baton Rouge School of Computers,Baton Rouge,70809,,0.45945946,0.31372549
1698,Capital Area Technical College,Baton Rouge,70805,,PrivacySuppressed,PrivacySuppressed
1699,Bossier Parish Community College,Bossier City,71111-6922,,0.106888361,0.075085324
1700,Cameron College,New Orleans,70119,,PrivacySuppressed,PrivacySuppressed
1701,Centenary College of Louisiana,Shreveport,71134-1188,,PrivacySuppressed,PrivacySuppressed
1702,Cloyd's Beauty School 1 Inc,West Monroe,71291-0603,,PrivacySuppressed,PrivacySuppressed
1703,Louisiana Technical College-Shelby Jackson Campus,Ferriday,71334-1465,,PrivacySuppressed,PrivacySuppressed
1704,Crescent City Bartending School,New Orleans,70119,,0.835714286,0.784883721
1705,D'Jay's Institute of Cosmetology and Esthiology,Baton Rouge,70815,,PrivacySuppressed,PrivacySuppressed
1706,Delgado Community College,New Orleans,70119,,PrivacySuppressed,PrivacySuppressed
1707,Delta School of Business and Technology,Lake Charles,70601,,0.365269461,0.328244275
1708,Northeast Louisiana Technical College,West Monroe,71292-9064,,PrivacySuppressed,PrivacySuppressed
1709,Demmons School of Beauty,Lake Charles,70601,,PrivacySuppressed,PrivacySuppressed
1710,Denham Springs Beauty School,Denham Springs,70726,,PrivacySuppressed,PrivacySuppressed
1711,Dillard University,New Orleans,70122,,0.378109453,0.367965368
1712,Nunez Community College,Chalmette,70043,,0.128608924,0.066985646
1713,Louisiana Technical College-Evangeline Campus,Saint Martinville,70582,,PrivacySuppressed,PrivacySuppressed
1714,Northshore Technical College-Florida Parishes Branch Campus,Greensburg,70441-0000,,PrivacySuppressed,PrivacySuppressed
1715,Capital Area Technical College-Folkes Campus,Jackson,70748,,PrivacySuppressed,PrivacySuppressed
1716,Franklin College,New Orleans,70123,,PrivacySuppressed,PrivacySuppressed
1717,Grambling State University,Grambling,71245,,0.273722628,0.178644764
1718,Acadiana Technical College-Gulf Area Campus,Abbeville,70510,,PrivacySuppressed,PrivacySuppressed
1719,Guy's Shreveport Academy of Cosmetology Inc,Shreveport,71105,,PrivacySuppressed,PrivacySuppressed
1720,Northshore Technical College-Hammond Area Branch Campus,Hammond,70401,,PrivacySuppressed,PrivacySuppressed
1721,Louisiana Technical College-Huey P Long Campus,Winnfield,71483,,PrivacySuppressed,PrivacySuppressed
1722,ITI Technical College,Baton Rouge,70817,,0.634615385,0.591240876
1723,Central Louisiana Technical College-Morgan Smith Campus,Jennings,70546,,PrivacySuppressed,PrivacySuppressed
1724,Louisiana Technical College-Jefferson Campus,Metairie,70001-5605,,PrivacySuppressed,PrivacySuppressed
1725,Louisiana Technical College-West Jefferson Campus,Harvey,70058,,PrivacySuppressed,PrivacySuppressed
1726,John Jay Beauty College,New Orleans,70124,,PrivacySuppressed,PrivacySuppressed
1727,John Jay Beauty College,Kenner,70062,,PrivacySuppressed,PrivacySuppressed
1728,Louisiana State University Health Sciences Center-New Orleans,New Orleans,70112-2223,,0.673202614,0.647887324
1729,Louisiana State University-Alexandria,Alexandria,71302-9121,,0.089918256,0.083832335
1730,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,70803-2750,,0.414038657,0.396996997
1731,Louisiana State University-Eunice,Eunice,70535,,0.117318436,0.107569721
1732,Louisiana State University-Shreveport,Shreveport,71115-2399,,0.203661327,0.171102662
1733,Acadiana Technical College-Lafayette Campus,Lafayette,70506-4909,,PrivacySuppressed,PrivacySuppressed
1734,Aveda Institute-Baton Rouge,Baton Rouge,70816-2246,,0.555555556,0.684210526
1735,Aveda Institute-Lafayette,Lafayette,70503-3246,,0.375,0.675
1736,Louisiana Academy of Beauty,Eunice,70535,,PrivacySuppressed,PrivacySuppressed
1737,Louisiana College,Pineville,71359,,0.341772152,0.282352941
1738,Opelousas School of Cosmetology,Opelousas,70570,,PrivacySuppressed,PrivacySuppressed
1739,Louisiana Tech University,Ruston,71272,,0.363744076,0.315789474
1740,Loyola University New Orleans,New Orleans,70118-6143,,0.464,0.473484849
1741,NW Louisiana Technical College-Mansfield Campus,Mansfield,71052,,PrivacySuppressed,PrivacySuppressed
1742,McNeese State University,Lake Charles,70605,,0.234899329,0.182593857
1743,Moler Beauty College,Kenner,70062-5912,,PrivacySuppressed,PrivacySuppressed
1744,MOLER BEAUTY COLLEGE,NEW ORLEANS,70119,,PrivacySuppressed,PrivacySuppressed
1745,Northwest Louisiana Technical College-Natchitoches Campus,Natchitoches,71458-0657,,PrivacySuppressed,PrivacySuppressed
1746,University of New Orleans,New Orleans,70148,,0.037656904,0.034985423
1747,Nicholls State University,Thibodaux,70310,,0.216450217,0.139917696
1748,Louisiana Technical College-North Central Campus,Farmerville,71241,,PrivacySuppressed,PrivacySuppressed
1749,University of Louisiana at Monroe,Monroe,71209-0000,,0.168755221,0.16781293
1750,Northeast Louisiana Technical College-Northeast Campus,Winnsboro,71295,,PrivacySuppressed,PrivacySuppressed
1751,Northwest Louisiana Technical College,Minden,71055-0000,,PrivacySuppressed,PrivacySuppressed
1752,Notre Dame Seminary Graduate School of Theology,New Orleans,70118-4391,,,
1753,Northwestern State University of Louisiana,Natchitoches,71497-0002,,0.122416534,0.103861518
1754,Louisiana Technical College-Oakdale Campus,Oakdale,71463,,PrivacySuppressed,PrivacySuppressed
1755,University of Holy Cross,New Orleans,70131-7399,,0.259493671,0.31884058
1756,Our Lady of the Lake College,Baton Rouge,70808,,PrivacySuppressed,PrivacySuppressed
1757,Pat Goins Benton Road Beauty School,Bossier City,71111,,PrivacySuppressed,PrivacySuppressed
1758,Celebrity Stylist Beauty School,Monroe,71201-5135,,PrivacySuppressed,PrivacySuppressed
1759,Pat Goins Ruston Beauty School,Ruston,71270,,,
1760,Pat Goins Shreveport Beauty School,Shreveport,71108,,,
1761,Pineville Beauty School,Pineville,71360-0000,,PrivacySuppressed,PrivacySuppressed
1762,Capital Area Technical College-Jumonville Memorial Campus,New Roads,70760,,PrivacySuppressed,PrivacySuppressed
1763,Remington College-New Orleans Campus,Metairie,70005,,0.585964912,0.63803681
1764,South Central Louisiana Technical College-River Parishes Campus,Reserve,70084,,PrivacySuppressed,PrivacySuppressed
1765,Aveda Institute-Covington,Covington,70433,,PrivacySuppressed,PrivacySuppressed
1766,Ronnie & Dormans School of Hair Design,Lafayette,70503-2748,,PrivacySuppressed,PrivacySuppressed
1767,Northeast Louisiana Technical College-Ruston,Ruston,71273-1070,,PrivacySuppressed,PrivacySuppressed
1768,Northwest Louisiana Technical College-Sabine Valley Campus,Many,71449,,PrivacySuppressed,PrivacySuppressed
1769,Saint Joseph Seminary College,St. Benedict,70457,,PrivacySuppressed,PrivacySuppressed
1770,Northwest Louisiana Technical College-Shreveport Campus,Shreveport,71107,,PrivacySuppressed,PrivacySuppressed
1771,Louisiana Technical College-Sidney N Collier Campus,New Orleans,70126,,PrivacySuppressed,PrivacySuppressed
1772,Vanguard College of Cosmetology-Slidell,Slidell,70458-0458,,PrivacySuppressed,PrivacySuppressed
1773,Louisiana Technical College-Slidell Campus,Slidell,70458,,PrivacySuppressed,PrivacySuppressed
1774,South Louisiana Beauty College,Houma,70363,,PrivacySuppressed,PrivacySuppressed
1775,Fletcher Technical Community College,Schriever,70395,,PrivacySuppressed,PrivacySuppressed
1776,Remington College-Lafayette Campus,Lafayette,70508,,0.544554455,0.491712707
1777,Acadiana Technical College,Crowley,70526-3215,,PrivacySuppressed,PrivacySuppressed
1778,SOWELA Technical Community College,Lake Charles,70615,,PrivacySuppressed,PrivacySuppressed
1779,Stevensons Academy of Hair Design,New Orleans,70114,,PrivacySuppressed,PrivacySuppressed
1780,Southeastern Louisiana University,Hammond,70402,,0.177033493,0.132027257
1781,Southern University and A & M College,Baton Rouge,70813,,0.199090909,0.149068323
1782,Southern University at New Orleans,New Orleans,70126,,0.157992565,0.163461539
1783,Southern University at Shreveport,Shreveport,71107,,PrivacySuppressed,PrivacySuppressed
1784,University of Louisiana at Lafayette,Lafayette,70503,,0.180722892,0.149957877
1785,Northshore Technical Community College,Bogalusa,70427,,PrivacySuppressed,PrivacySuppressed
1786,Louisiana Technical College-T H Harris Campus,Opelousas,70570-6114,,PrivacySuppressed,PrivacySuppressed
1787,Louisiana Delta Community College-Tallulah Campus,Tallulah,71282,,PrivacySuppressed,PrivacySuppressed
1788,Acadiana Technical College-Teche Area Campus,New Iberia,70560,,PrivacySuppressed,PrivacySuppressed
1789,South Central Louisiana Technical College-Lafourche Campus,Thibodaux,70301,,PrivacySuppressed,PrivacySuppressed
1790,Tulane University of Louisiana,New Orleans,70118-5698,,0.495192308,0.50867052
1791,Louisiana Technical College-Charles B Coreil Campus,Ville Platte,70586-0296,,PrivacySuppressed,PrivacySuppressed
1792,Louisiana Technical College-Lamar Salter Campus,Leesville,71446,,PrivacySuppressed,PrivacySuppressed
1793,Capital Area Technical College-Westside Campus,Plaquemine,70764,,PrivacySuppressed,PrivacySuppressed
1794,Xavier University of Louisiana,New Orleans,70125-1098,,0.263636364,0.192429022
1795,South Central Louisiana Technical College,Morgan City,70380,,PrivacySuppressed,PrivacySuppressed
1796,Kaplan University-Maine Campus,S Portland,04106-2415,,0.432835821,0.481012658
1797,College of the Atlantic,Bar Harbor,04609,,PrivacySuppressed,PrivacySuppressed
1798,Bangor Theological Seminary,Bangor,044020411,,PrivacySuppressed,PrivacySuppressed
1799,Bates College,Lewiston,04240,,0.69,0.72519084
1800,Beal College,Bangor,04401,,PrivacySuppressed,PrivacySuppressed
1801,Bowdoin College,Brunswick,04011,,0.829787234,0.733333333
1802,Maine College of Health Professions,Lewiston,04240,,PrivacySuppressed,PrivacySuppressed
1803,Central Maine Medical Center College of Nursing & Health Professions,Lewiston,04240,,PrivacySuppressed,PrivacySuppressed
1804,Central Maine Community College,Auburn,04210-6498,,0.336206897,0.263157895
1805,Colby College,Waterville,04901-8840,,0.176,0.107526882
1806,Eastern Maine Community College,Bangor,04401,,0.321428571,0.268656716
1807,Husson University,Bangor,04401-2999,,0.271794872,0.264900662
1808,Kennebec Valley Community College,Fairfield,04937-1367,,0.235294118,0.262626263
1809,The Landing School,Arundel,04046,,PrivacySuppressed,PrivacySuppressed
1810,University of Maine at Augusta,Augusta,04330-9410,,0.128514056,0.117924528
1811,University of Maine at Farmington,Farmington,04938-9978,,0.315186246,0.286764706
1812,University of Maine at Fort Kent,Fort Kent,04743-1292,,PrivacySuppressed,PrivacySuppressed
1813,University of Maine at Machias,Machias,04654-1397,,PrivacySuppressed,PrivacySuppressed
1814,University of Maine,Orono,04469,,0.389645777,0.31937799
1815,Maine Maritime Academy,Castine,04420-0001,,0.651515152,0.646017699
1816,University of Maine at Presque Isle,Presque Isle,04769-2888,,0.131578947,0.169230769
1817,Mercy Hospital School of Radiologic Technology,Portland,04101,,,
1818,MID-STATE COLLEGE,AUBURN,04210,,0.284768212,0.36
1819,MID-STATE COLLEGE,AUGUSTA,04330,,0.284768212,0.36
1820,University of New England,Biddeford,04005-9599,,0.330316742,0.396694215
1821,Northern Maine Community College,Presque Isle,04769-2016,,0.2,0.328571429
1822,Empire Beauty School-Maine,Portland,04101,,0.480620155,0.45
1823,Maine College of Art,Portland,04101-3494,,0.4,0.363636364
1824,Saint Joseph's College of Maine,Standish,04084-5236,,0.473282443,0.43877551
1825,Spa Tech Institute-Westbrook,Westbrook,04092,,PrivacySuppressed,PrivacySuppressed
1826,Southern Maine Community College,South Portland,04106-1698,,0.268398268,0.31598513
1827,University of Southern Maine,Portland,04103,,0.207207207,0.190108192
1828,Thomas College,Waterville,04901-5097,,0.5,0.518987342
1829,Unity College,Unity,04988,,0.467741936,0.307692308
1830,Washington County Community College,Calais,04619,,0.24137931,0.410958904
1831,Aaron's Academy of Beauty,Waldorf,20602,,PrivacySuppressed,PrivacySuppressed
1832,Accutech Career Institute,Frederick,21703,,0.540540541,0.427083333
1833,Aesthetics Institute of Cosmetology,Gaithersburg,20877,,PrivacySuppressed,PrivacySuppressed
1834,Allegany College of Maryland,Cumberland,21502-2596,,0.268229167,0.156779661
1835,Anne Arundel Community College,Arnold,21012-1895,,0.101892285,0.060784314
1836,Brightwood College-Towson,Towson,21286-2201,,0.514492754,0.507142857
1837,Award Beauty School,Hagerstown,21740-5610,,PrivacySuppressed,PrivacySuppressed
1838,Baltimore Hebrew University Inc,Baltimore,21215-3932,,PrivacySuppressed,PrivacySuppressed
1839,Baltimore Studio of Hair Design,Baltimore,21201-3444,,PrivacySuppressed,PrivacySuppressed
1840,Baltimore City Community College,Baltimore,21215-7893,,PrivacySuppressed,PrivacySuppressed
1841,University of Baltimore,Baltimore,21201-5720,,0.45505618,0.483333333
1842,Baltimore International College,Baltimore,21202-3230,,0.419354839,0.431952663
1843,Bowie State University,Bowie,20715-9465,,0.234939759,0.199115044
1844,Capitol Technology University,Laurel,20708,,PrivacySuppressed,PrivacySuppressed
1845,Cecil College,North East,21901-1999,,PrivacySuppressed,PrivacySuppressed
1846,College of Southern Maryland,La Plata,20646-0910,,PrivacySuppressed,PrivacySuppressed
1847,Chesapeake College,Wye Mills,21679-0008,,PrivacySuppressed,PrivacySuppressed
1848,Washington Adventist University,Takoma Park,20912,,0.357723577,0.27
1849,Coppin State University,Baltimore,21216-3698,,0.171428571,0.165217391
1850,Delmarva Beauty Academy,Salisbury,21804-6952,,0.365853659,0.523809524
1851,North American Trade Schools,Baltimore,21244,,0.821138211,0.631578947
1852,Frederick Community College,Frederick,21702-2964,,0.091911765,0.089385475
1853,Frostburg State University,Frostburg,21532-1099,,0.085778781,0.063043478
1854,Garrett College,McHenry,21541,,0.126213592,0.144444444
1855,Goucher College,Baltimore,21204-2794,,0.562043796,0.550561798
1856,Kaplan University-Hagerstown Campus,Hagerstown,21742,,0.428571429,0.377659575
1857,Hagerstown Community College,Hagerstown,21742-6514,,PrivacySuppressed,PrivacySuppressed
1858,Harford Community College,Bel Air,21015-1698,,0.093023256,0.076923077
1859,Hood College,Frederick,21701,,PrivacySuppressed,PrivacySuppressed
1860,Howard Community College,Columbia,21044-3197,,PrivacySuppressed,PrivacySuppressed
1861,The Colorlab Academy of Hair,Bel Air,21014-3639,,PrivacySuppressed,PrivacySuppressed
1862,Johns Hopkins University,Baltimore,21218-2688,,0.696275072,0.673228347
1863,L'Academie de Cuisine,Gaithersburg,20877-1414,,PrivacySuppressed,PrivacySuppressed
1864,Lincoln College of Technology-Columbia,Columbia,21046,,0.398963731,0.463636364
1865,Loyola University Maryland,Baltimore,21210-2699,,0.798679868,0.72972973
1866,Maryland Beauty Academy,Reisterstown,21136-2331,,PrivacySuppressed,PrivacySuppressed
1867,SCHOOL OF ART AND DESIGN AT MONTGOMERY COLLEGE,SILVER SPRING,20902-411,,PrivacySuppressed,PrivacySuppressed
1868,UNIVERSITY OF MARYLAND-BALTIMORE CO DIAG MED SONOG,BALTIMORE,21250,,0.38410596,0.323964497
1869,University of Maryland-University College,Adelphi,20783-8010,,0.15,0.143803217
1870,University of Maryland Baltimore,Baltimore,21201-1627,,0.841004184,0.879032258
1871,University of Maryland-Baltimore County,Baltimore,21250,,0.38410596,0.323964497
1872,University of Maryland-College Park,College Park,20742,,0.502593361,0.429460581
1873,Maryland Institute College of Art,Baltimore,21217-4134,,0.090225564,0.165289256
1874,University of Maryland Eastern Shore,Princess Anne,21853-1299,,0.086592179,0.033112583
1875,Fortis Institute-Towson,Towson,21204-9840,,0.463888889,0.55
1876,Montgomery Beauty School,Silver Spring,20901,,0.411764706,0.480769231
1877,Montgomery College,Rockville,20850,,PrivacySuppressed,PrivacySuppressed
1878,Morgan State University,Baltimore,21251-0001,,0.294043093,0.222575517
1879,Mount St Mary's University,Emmitsburg,21727-7799,,0.61627907,0.568181818
1880,Ner Israel Rabbinical College,Baltimore,21208,,PrivacySuppressed,PrivacySuppressed
1881,Hair Academy Inc-New Carrollton,New Carrollton,20784,,0.302325581,0.348314607
1882,Notre Dame of Maryland University,Baltimore,21210-2476,,0.451162791,0.42
1883,Prince George's Community College,Largo,20774-2199,,0.042201835,0.03085554
1884,Brightwood College-Baltimore,Baltimore,21227-1063,,0.54368932,0.535971223
1885,Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,21093,,PrivacySuppressed,PrivacySuppressed
1886,Maryland Beauty Academy of Essex,Baltimore,21224,,PrivacySuppressed,PrivacySuppressed
1887,St Mary's Seminary & University,Baltimore,21210-1994,,PrivacySuppressed,PrivacySuppressed
1888,Salisbury University,Salisbury,21801-6862,,0.287769784,0.175257732
1889,St Mary's College of Maryland,St. Mary's City,20686,,0.484848485,0.451923077
1890,Sojourner-Douglass College,Baltimore,21205-1898,,0.288065844,0.247933884
1891,St John's College,Annapolis,21401,,PrivacySuppressed,PrivacySuppressed
1892,Brightwood College-Beltsville,Beltsville,20705,,0.5,0.438538206
1893,Towson University,Towson,21252-0001,,0.083803384,0.04893617
1894,Maryland University of Integrative Health,Laurel,20723,,,
1895,International Beauty School,Cumberland,21502,,PrivacySuppressed,PrivacySuppressed
1896,Stevenson University,Stevenson,21153-0641,,0.24497992,0.266666667
1897,Washington Bible College-Capital Bible Seminary,Lanham,207063599,,PrivacySuppressed,PrivacySuppressed
1898,Washington College,Chestertown,21620-1438,,0.616071429,0.5
1899,Washington Theological Union,Washington,20017,,,
1900,McDaniel College,Westminster,21157,,0.626666667,0.441176471
1901,Wor-Wic Community College,Salisbury,21804-7131,,PrivacySuppressed,PrivacySuppressed
1902,American International College,Springfield,01109,,0.375,0.309352518
1903,Amherst College,Amherst,01002-5000,,PrivacySuppressed,PrivacySuppressed
1904,Andover Newton Theological School,Newton Centre,02459-2243,,PrivacySuppressed,PrivacySuppressed
1905,Anna Maria College,Paxton,01612-1198,,0.237704918,0.130952381
1906,Assumption College,Worcester,01609-1296,,0.73151751,0.715025907
1907,Atlantic Union College,South Lancaster,01561-1000,,0.287878788,0.283333333
1908,Babson College,Wellesley,02457-0310,,0.831460674,0.732142857
1909,Bancroft School of Massage Therapy,Worcester,01604,,PrivacySuppressed,PrivacySuppressed
1910,Boston Baptist College,Boston,02136-4030,,PrivacySuppressed,PrivacySuppressed
1911,Bay Path University,Longmeadow,01106,,0.417266187,0.384615385
1912,Bay State College,Boston,02116,,0.376681614,0.270588235
1913,Bay State School of Technology,Canton,02021-2358,,0.755102041,0.865853659
1914,Becker College,Worcester,01609-2165,,PrivacySuppressed,PrivacySuppressed
1915,Bentley University,Waltham,02452-4705,,0.636363636,0.642679901
1916,Berklee College of Music,Boston,02215,,0.066298343,0.117460318
1917,Berkshire Community College,Pittsfield,01201-5786,,0.181818182,0.101265823
1918,Empire Beauty School-Boston,Boston,02111,,PrivacySuppressed,PrivacySuppressed
1919,Boston Architectural College,Boston,02115-2703,,PrivacySuppressed,PrivacySuppressed
1920,Boston Graduate School of Psychoanalysis Inc,Brookline,02446,,,
1921,Boston College,Chestnut Hill,02467,,0.29619182,0.242990654
1922,The Boston Conservatory,Boston,02215,,0.418604651,0.538461539
1923,Boston University,Boston,02215,,0.599873578,0.602344455
1924,Brandeis University,Waltham,02454-9110,,0.860805861,0.804444444
1925,Bridgewater State University,Bridgewater,02325,,0.240412979,0.214141414
1926,Bristol Community College,Fall River,02720-7395,,0.049281314,0.031948882
1927,Signature Healthcare Brockton Hospital School of Nursing,Brockton,02302-1905,,0.75,0.75
1928,Bunker Hill Community College,Boston,02129-2925,,PrivacySuppressed,PrivacySuppressed
1929,Butera School of Art at Fisher College,Boston,02116,,PrivacySuppressed,PrivacySuppressed
1930,Cambridge College,Cambridge,02138,,PrivacySuppressed,PrivacySuppressed
1931,Cape Cod Community College,West Barnstable,02668-1599,,0.146706587,0.093023256
1932,Catherine Hinds Institute of Esthetics,Woburn,01801-6819,,PrivacySuppressed,PrivacySuppressed
1933,Laboure College,Milton,02186,,PrivacySuppressed,PrivacySuppressed
1934,Clark University,Worcester,01610-1477,,0.528301887,0.490196078
1935,Conway School of Landscape Design,Conway,01341-0179,,,
1936,Curry College,Milton,02186-2395,,0.507853403,0.369942197
1937,Lincoln Technical Institute-Somerville,Somerville,02145,,0.6875,0.709677419
1938,Dean College,Franklin,02038-1941,,0.239130435,0.192307692
1939,Diman Regional Technical Institute,Fall River,02723,,PrivacySuppressed,PrivacySuppressed
1940,National Aviation Academy of New England,Concord,01742,,PrivacySuppressed,PrivacySuppressed
1941,Eastern Nazarene College,Quincy,02170-2999,,0.222222222,0.244274809
1942,Emerson College,Boston,02116-4624,,0.67192429,0.644628099
1943,Emmanuel College,Boston,02115,,PrivacySuppressed,PrivacySuppressed
1944,Empire Beauty School-Waltham,Waltham,02453,,0.5,0.583333333
1945,Endicott College,Beverly,01915,,PrivacySuppressed,PrivacySuppressed
1946,Episcopal Divinity School,Cambridge,02138-3494,,PrivacySuppressed,PrivacySuppressed
1947,Rob Roy Academy-Fall River,Fall River,02720-3445,,PrivacySuppressed,PrivacySuppressed
1948,Fisher College,Boston,02116,,0.067698259,0.095890411
1949,Fitchburg State University,Fitchburg,01420-2697,,0.427631579,0.340517241
1950,Framingham State University,Framingham,01701-9101,,0.382022472,0.278195489
1951,Benjamin Franklin Institute of Technology,Boston,02116,,0.425531915,0.481012658
1952,Gordon College,Wenham,01984,,PrivacySuppressed,PrivacySuppressed
1953,Gordon-Conwell Theological Seminary,South Hamilton,01982,,PrivacySuppressed,PrivacySuppressed
1954,Greenfield Community College,Greenfield,01301-9739,,0.130252101,0.130681818
1955,Hallmark Institute of Photography,Turners Falls,01376-0308,,PrivacySuppressed,PrivacySuppressed
1956,Hampshire College,Amherst,01002-5001,,PrivacySuppressed,PrivacySuppressed
1957,Harvard University,Cambridge,02138,,0.808823529,0.744094488
1958,Hebrew College,Newton Centre,02459-2237,,,
1959,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,02445-7496,,PrivacySuppressed,PrivacySuppressed
1960,Henris School of Hair Design,Fitchburg,01420-5675,,PrivacySuppressed,PrivacySuppressed
1961,College of the Holy Cross,Worcester,01610-2395,,0.113989637,0.060185185
1962,Holyoke Community College,Holyoke,01040,,PrivacySuppressed,PrivacySuppressed
1963,Sanford-Brown College-Boston,Boston,02116,,0.461538462,0.402366864
1964,Kay Harvey Academy of Hair Design,West Springfield,01089,,PrivacySuppressed,PrivacySuppressed
1965,La Baron Hairdressing Academy-Brockton,Brockton,02301,,PrivacySuppressed,PrivacySuppressed
1966,La Baron Hairdressing Academy-New Bedford,New Bedford,02740,,PrivacySuppressed,PrivacySuppressed
1967,Lasell College,Newton,02466,,0.4,0.357798165
1968,Lawrence Memorial Hospital School of Nursing,Medford,02155,,PrivacySuppressed,PrivacySuppressed
1969,Lesley University,Cambridge,02138-2790,,0.365942029,0.266666667
1970,Longy School of Music of Bard College,Cambridge,02138,,PrivacySuppressed,PrivacySuppressed
1971,Lowell Academy Hairstyling Institute,Lowell,01852-1909,,PrivacySuppressed,PrivacySuppressed
1972,University of Massachusetts-Lowell,Lowell,01854-5104,,0.319371728,0.217252396
1973,Mansfield Beauty Schools-Springfield,Springfield,01103,,PrivacySuppressed,PrivacySuppressed
1974,Mansfield Beauty Schools-Quincy,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
1975,Marian Court College,Swampscott,01907,,0.483333333,0.461538462
1976,University of Massachusetts-Amherst,Amherst,01003,,0.050829321,0.041881813
1977,University of Massachusetts-Boston,Boston,02125-3393,,0.155555556,0.096960926
1978,Massachusetts Bay Community College,Wellesley Hills,02481-5399,,PrivacySuppressed,PrivacySuppressed
1979,MCPHS University,Boston,02115-5896,,0.795238095,0.657657658
1980,Massachusetts College of Art and Design,Boston,02115-5882,,PrivacySuppressed,PrivacySuppressed
1981,Massachusetts Institute of Technology,Cambridge,02139-4307,,0.733590734,0.652459016
1982,Massachusetts Maritime Academy,Buzzards Bay,02532-1803,,0.49122807,0.466101695
1983,University of Massachusetts Medical School Worcester,Worcester,01655,,PrivacySuppressed,PrivacySuppressed
1984,William James College,Newton,02459,,,
1985,Massachusetts School of Barbering,Quincy,02169,,0.64516129,0.454545455
1986,Massasoit Community College,Brockton,02302-3996,,PrivacySuppressed,PrivacySuppressed
1987,Merrimack College,North Andover,01845,,0.083094556,0.068047337
1988,MGH Institute of Health Professions,Boston,02129-4557,,PrivacySuppressed,PrivacySuppressed
1989,Middlesex Community College,Bedford,01730-9124,,0.037422037,0.028350516
1990,Montserrat College of Art,Beverly,01915-4508,,PrivacySuppressed,PrivacySuppressed
1991,Mount Holyoke College,South Hadley,01075-1489,,PrivacySuppressed,PrivacySuppressed
1992,Mount Ida College,Newton,02459,,0.191011236,0.089201878
1993,Mount Wachusett Community College,Gardner,01440-1000,,0.105691057,0.067961165
